job_url,job_title,department,source,extracted_timestamp
https://jobs.lever.co/matchgroup/0406b0e3-3338-415c-aea3-04c2f0b26878,Apply,Fixed Term,lever_matchgroup,2026-03-20T22:07:31.427674
https://jobs.lever.co/matchgroup/728856bb-06c7-45f3-8122-de46fdf05b35,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.427674
https://jobs.lever.co/matchgroup/f6af9d2f-6ada-4ffd-bfa1-12fc50f5f537,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.427674
https://jobs.lever.co/matchgroup/8c938de1-fca3-4e9e-8719-80d95c1bc739,Apply,Fixed Term,lever_matchgroup,2026-03-20T22:07:31.427674
https://jobs.lever.co/matchgroup/a6c9c5fd-cafb-4572-90ba-82ac2077a312,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.427674
https://jobs.lever.co/matchgroup/5afbfa5c-51b6-4c6d-8bba-69d37191ae2e,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.427674
https://jobs.lever.co/matchgroup/8362367a-4306-427b-92ba-f13f3b166d13,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.427674
https://jobs.lever.co/matchgroup/8d66963b-0e9f-4aec-9e44-ef1f26253054,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.427674
https://jobs.lever.co/matchgroup/15590f3d-816b-426a-8ecd-fcff3bdfcf67,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.427674
https://jobs.lever.co/matchgroup/c7a1c050-c0ce-4cb5-a302-04e150b40505,Apply,Fixed Term,lever_matchgroup,2026-03-20T22:07:31.427674
https://jobs.lever.co/matchgroup/c7e9b34d-6b41-40b1-9def-20e271d11a3b,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/d897eff6-5f17-43de-973c-41b40c438448,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/9297733b-4d77-4b54-92e6-13307e23aa91,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/c664db3f-0c74-4625-8002-2139a8fe09a5,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/13421342-e8c6-4bc2-86ec-0e7379409cdf,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/f14dbcb6-f740-4c95-9634-6dd87ba3f4df,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/61e35c3c-3156-4760-a088-4a3765e37f8e,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
